Time (ms),Tendon Contraction (mm),M1 X (mm),M1Y,M2 X,M2 Y,M3 X,M3Y,M4X,M4Y
3501.8689,14.31704,316.35239,192.82031,311.03824,164.96745,308.40598,102.84479,308.44681,88.279755
3521.5425,5.9897113,316.44675,192.3788,311.06296,164.5486,308.55072,102.64945,308.73053,88.235207
3541.2158,5.8603234,315.90094,192.1922,310.8931,164.30612,308.87292,102.61433,308.94452,88.35939
3560.8892,15.010209,315.7334,192.10501,310.85287,164.20052,309.16174,102.73254,309.46826,88.730247
3580.5627,0.89095891,316.05441,191.90109,310.91528,164.04724,308.93784,102.75771,309.03833,88.878151
3600.2361,10.187848,315.81219,191.98256,310.83282,164.08888,308.89221,102.74685,309.02295,88.882874
3619.9094,7.299583,315.79733,192.10625,310.79236,164.19684,308.89301,102.71901,309.181,88.740822
3639.583,0.40915489,315.85907,192.38776,310.83502,164.42247,308.84329,102.65848,309.00546,88.489502
3659.2563,0.41786566,315.91266,192.73825,310.85342,164.76849,308.88321,102.73673,309.03903,88.384415
3678.9297,9.310154,316.23239,192.85011,310.91574,165.03336,309.00821,103.00536,309.30862,88.520958
3698.6033,3.4415274,318.39014,192.04634,311.47876,164.94185,309.74612,103.46601,310.79132,89.066643
3718.2766,14.917205,319.23074,191.8392,311.95154,164.9411,309.89679,103.4911,311.46283,89.077087
3737.95,5.3495359,318.52313,192.49513,311.99994,165.17827,309.35165,102.99714,310.04874,88.311432
3757.6235,9.5971575,316.91995,193.24016,311.47122,165.43102,308.65042,102.76897,308.67435,87.896118
3777.2969,3.7669008,316.29486,193.35049,311.0596,165.46504,308.35229,102.82617,308.17276,87.983398
3796.9702,11.771955,316.4856,193.20224,311.07321,165.34441,308.5387,102.99815,308.67459,88.337791
3816.6438,1.8434283,316.02835,193.06067,310.94824,165.15555,308.5162,103.0167,308.39865,88.497566
3836.3171,11.679429,316.22647,192.68735,310.9953,164.82645,308.69528,102.89083,308.74146,88.540619
3855.9905,4.9668722,315.80603,192.45404,310.85135,164.52371,308.84793,102.70795,308.8092,88.501709
3875.6641,9.4074974,315.77197,192.22549,310.88324,164.28735,308.96704,102.6162,308.91888,88.498581
3895.3374,10.2805,316.02023,192.06206,310.99374,164.13148,309.00247,102.60952,308.95004,88.610878
3915.0107,2.4751446,315.82098,192.08629,310.93289,164.16646,308.90134,102.6736,308.69547,88.724731
3934.6843,10.296767,315.98932,192.18735,310.95804,164.2735,308.88168,102.76457,308.86166,88.778023
3954.3577,4.2816472,316.09525,192.31258,310.98221,164.40916,308.63425,102.75217,308.53943,88.614334
3974.031,9.2868004,316.18939,192.5569,310.98029,164.61307,308.48022,102.72521,308.37497,88.378563
3993.7046,3.811172,315.94296,192.95979,310.89398,164.98975,308.64215,102.80721,308.6843,88.26593
4013.3779,16.153559,315.81638,193.37166,310.88126,165.32109,308.79855,102.94783,308.81503,88.262032
4033.0513,10.079613,316.04764,193.58174,311.0159,165.5323,308.81302,103.11464,308.8078,88.30397
4052.7249,4.6030569,316.01688,193.63104,311.02798,165.60281,308.67712,103.17728,308.63095,88.404572
4072.3982,15.298526,316.1554,193.40527,311.06223,165.41171,308.49136,103.06073,308.46259,88.315186
4092.0715,3.1120448,316.35269,193.03313,311.09558,165.0899,308.38028,102.85473,308.21158,88.174812
4111.7451,8.9212084,316.08307,192.80777,311.02191,164.8101,308.43469,102.7318,308.31546,88.18959
4131.4185,4.9772582,315.9498,192.55876,310.92529,164.61081,308.56873,102.68841,308.54584,88.288742
4151.0918,16.117535,315.9476,192.42479,310.94424,164.46233,308.66522,102.67738,308.58069,88.399643
4170.7651,3.8799207,315.82892,192.37292,310.88733,164.41951,308.75342,102.69939,308.66299,88.519913
4190.4385,10.78407,315.7493,192.41351,310.85092,164.44427,308.82086,102.69843,308.7128,88.541321
4210.1123,5.6841106,315.88382,192.40276,310.8277,164.50063,308.86633,102.75864,308.82147,88.573105
4229.7856,15.361657,317.18106,191.90262,311.1405,164.42322,309.55804,103.15891,310.05493,88.962013
4249.459,4.1159744,318.7395,191.16235,311.5018,164.327,310.33511,103.48145,312.01236,89.484818
4269.1323,12.714029,318.69769,191.69519,311.80688,164.63753,310.12515,103.30289,311.3287,89.021751
4288.8057,5.3790636,317.58716,192.56369,311.57205,165.05441,309.38318,102.91901,309.72647,88.396675
4308.479,0.96205324,316.96326,192.73792,310.99573,165.23219,308.80084,102.9995,309.20392,88.309341
4328.1528,8.1626701,317.05585,192.98264,311.20267,165.34447,308.53296,102.98493,308.67999,88.28743
4347.8262,15.111573,316.56488,193.24162,311.17395,165.38921,308.16147,102.93084,307.83777,88.204041
4367.4995,2.2393801,316.28336,193.16362,311.01376,165.25708,308.39407,102.91635,308.26718,88.277382
4387.1729,6.5005589,316.0575,193.01872,310.93542,165.06891,308.63364,102.80118,308.52536,88.266075
4406.8462,8.2609806,315.91382,192.77141,310.89059,164.81923,308.70697,102.7194,308.57593,88.248062
4426.5195,12.449508,316.02768,192.5188,310.91754,164.5788,308.65488,102.70482,308.49738,88.42942
4446.1934,0.20878519,315.84042,192.43025,310.87817,164.4839,308.67578,102.78083,308.47784,88.66832
4465.8667,11.279942,315.77823,192.34576,310.85696,164.40755,308.90628,102.86419,308.72247,88.858833
4485.54,9.2292833,315.49219,192.36784,310.73907,164.38606,309.01715,102.86275,309.02771,88.900627
4505.2134,2.8232243,315.64719,192.30099,310.75101,164.33109,308.83081,102.71963,308.74667,88.665154
4524.8867,5.865159,315.78372,192.34227,310.79584,164.37595,308.71753,102.60155,308.62201,88.436111
4544.5601,11.952745,315.61649,192.6434,310.7374,164.61284,308.67114,102.64176,308.58383,88.331764
4564.2339,1.715076,315.69598,193.00233,310.81317,164.95265,308.811,102.83416,308.72598,88.43071
4583.9072,0.041093182,315.88898,193.19873,310.86887,165.215,308.84241,103.03806,308.74164,88.55294
4603.5806,3.9319825,316.85422,192.83788,311.11478,165.17445,309.12186,103.27645,309.31079,88.774033
4623.2539,9.4518881,318.79697,191.65834,311.51538,164.79944,309.84125,103.49803,311.22272,89.147316
4642.9272,11.071249,318.89868,191.66512,311.69183,164.76904,309.99847,103.35678,311.56079,88.965393
4662.6006,0.43139017,317.87222,192.39984,311.59818,165.00688,309.62946,102.91267,310.362,88.313652
4682.2744,13.81047,316.12933,193.21632,311.04031,165.31776,308.79721,102.83768,308.79034,88.193321
4701.9478,4.403573,316.05145,193.20663,310.91159,165.2995,308.43756,103.04264,308.22842,88.45575
4721.6211,11.077875,316.46689,192.95618,311.0947,165.10252,308.44849,103.139,308.35336,88.729904
4741.2944,1.9428529,315.88586,192.82945,310.8558,164.89961,308.41046,102.94149,308.15872,88.613449
4760.9678,6.2030449,315.73843,192.57616,310.70111,164.62813,308.65485,102.73982,308.61484,88.468056
4780.6411,9.2970257,315.4989,192.53217,310.67917,164.51598,308.88464,102.64256,308.82703,88.417732
4800.3149,8.2358332,315.52847,192.52869,310.71869,164.50932,309.01642,102.73096,308.89853,88.572266
4819.9883,10.5327,315.65216,192.56693,310.82773,164.57434,309.02039,102.93233,308.93979,88.846481
4839.6616,6.1804113,315.98825,192.53513,311.00192,164.55794,308.71173,103.00041,308.33182,88.914063
4859.335,6.7777953,315.97,192.55002,310.95663,164.58278,308.65906,102.94012,308.46585,88.824158
4879.0083,6.2093892,315.7637,192.61436,310.81418,164.61581,308.53079,102.73744,308.27036,88.472031
4898.6816,3.1563199,315.91257,192.7076,310.83493,164.71312,308.58322,102.64924,308.38797,88.230713
4918.3555,9.4805984,315.56293,193.03561,310.7327,164.97595,308.79984,102.74738,308.7366,88.204514
4938.0288,12.288502,315.8226,193.24709,310.85651,165.2066,308.65698,102.87435,308.46573,88.294853
4957.7021,16.209448,316.00201,193.40842,311.00018,165.3606,308.75668,103.1088,308.53403,88.495422
4977.3755,1.9416571,315.62723,193.51518,310.86066,165.42587,308.78064,103.16196,308.55875,88.579445
4997.0488,11.98875,315.90707,193.27516,310.94955,165.21942,308.71063,103.00676,308.49548,88.447807
5016.7222,3.3207369,316.00171,192.95692,310.96689,164.91977,308.56161,102.78504,308.34152,88.251244
5036.396,14.796414,315.85611,192.76859,310.90817,164.73006,308.56699,102.68748,308.33994,88.249146
5056.0693,2.356977,315.85059,192.57323,310.90048,164.58028,308.77417,102.68704,308.46872,88.404335
5075.7427,12.598465,315.51648,192.606,310.79172,164.55408,309.00037,102.76555,308.84872,88.616516
5095.416,1.711741,315.53583,192.50737,310.78662,164.48134,308.95514,102.76181,308.75391,88.630737
5115.0894,14.222528,315.58151,192.51372,310.78671,164.46234,308.84369,102.66595,308.64795,88.579201
5134.7627,6.1193008,315.63834,192.59972,310.79593,164.53246,308.77234,102.65044,308.48511,88.450554
5154.4365,12.941757,315.58981,192.77693,310.77094,164.69862,308.94626,102.74265,308.72852,88.49662
5174.1099,0.90194088,316.02643,192.78658,310.91766,164.84483,309.3071,103.02512,309.36832,88.710403
