Time (ms),Tendon Contraction (mm),M1 X (mm),M1Y,M2 X,M2 Y,M3 X,M3Y,M4X,M4Y,Markers from bottom to top
32083.334,0.0342795206,354.99109,150.61575,348.18942,130.4944,347.25974,54.179691,356.74509,31.262676,
32100,0.02382844725,354.79388,150.67113,348.12527,130.57852,347.23892,54.321468,356.746,31.389248,
32116.666,0.01337737389,355.09769,150.16223,348.12622,130.52847,347.2316,54.644268,356.60672,31.627485,
32133.334,0.002926300539,356.96588,148.76901,348.3938,130.20576,347.60596,55.443699,357.51288,32.886311,
32150,2.513274123,359.96225,146.13023,349.06216,129.54582,348.63989,56.756474,360.76846,35.825905,
32166.666,6.23082543,362.68643,143.47282,349.74948,128.97215,350.03635,58.0947,364.27393,39.087444,
32183.334,9.948376735,364.36221,141.40907,350.18484,128.55037,351.06006,59.111122,366.69757,42.014851,
32200,13.50884841,365.58713,139.45195,350.20346,128.16866,351.7276,59.929489,368.31509,44.421291,
32216.666,17.22639971,366.27774,137.84074,350.15134,127.88482,352.22623,60.49041,369.61563,46.619587,
32233.334,18.54248923,366.95291,136.54066,350.31995,127.5903,352.58289,60.66568,370.3024,47.696072,
32250,18.55291949,367.33575,135.85283,350.45187,127.40923,352.68307,60.674335,370.58154,48.388264,
32266.666,18.56334974,367.99777,134.91309,350.63431,127.20859,352.79938,60.681602,370.86282,49.087601,
32283.334,18.57378,368.1568,134.42911,350.66476,127.07367,352.88461,60.567802,371.07208,49.433292,
32300,18.58421025,367.91272,134.37643,350.43704,127.13617,352.81537,60.467785,371.05426,49.610054,
32316.666,18.5946405,367.72714,134.47093,350.17902,127.17439,352.78491,60.385757,371.07718,49.849911,
32333.334,18.60507076,367.668,134.59941,350.11401,127.22805,352.56805,60.179501,370.89731,49.694527,
32350,18.61550101,367.84799,134.51892,350.18301,127.23659,352.39911,60.048512,370.66943,49.551884,
32366.666,18.62593127,367.84222,134.60214,350.15326,127.30782,352.26736,59.938744,370.55121,49.532124,
32383.334,18.63636152,367.67374,134.80356,350.05121,127.40205,352.12448,59.871265,370.37082,49.447422,
32400,18.64679178,367.61801,134.92029,349.99969,127.49662,352.12006,59.869938,370.37482,49.526428,
32416.666,18.65722203,367.64468,134.92393,349.9953,127.53208,352.11938,59.873142,370.36832,49.553383,
32433.334,18.66765228,367.59241,134.97942,350.01065,127.59002,352.07098,59.875828,370.28561,49.584435,
32450,18.67808254,367.54468,135.03413,349.9866,127.64201,352.06259,59.899464,370.23965,49.601086,
32466.666,18.68851279,367.50354,135.05202,350.00089,127.6585,352.08734,59.893608,370.23932,49.618774,
32483.334,18.69894305,367.45532,135.05785,349.99646,127.69978,352.10202,59.909615,370.2179,49.643429,
32500,18.7093733,367.39163,135.05624,349.99521,127.70851,352.08041,59.918663,370.19373,49.654491,
32516.666,18.71980356,367.35345,135.06064,349.98688,127.73431,352.08292,59.961746,370.18564,49.71442,
32533.334,18.73023381,367.3074,135.02856,349.94925,127.73738,352.08356,60.010845,370.18399,49.730701,
32550,18.74066406,367.26166,135.0231,349.93307,127.74754,352.05658,60.043533,370.15106,49.757641,
32566.666,18.75109432,367.24469,135.0135,349.9281,127.7534,352.0188,60.065014,370.10013,49.77198,
32583.334,18.76152457,367.20044,134.97928,349.88348,127.73817,351.95419,60.075802,370.06888,49.753105,
32600,18.77195483,367.22076,134.90424,349.86032,127.71452,351.91635,60.098034,370.01709,49.73608,
32616.666,18.78238508,367.31772,134.81505,349.93533,127.71274,351.79709,60.008148,369.91824,49.552505,
32633.334,18.79281534,367.14935,136.00412,350.00851,127.92531,351.45648,59.32238,369.47845,48.170269,
32650,18.80324559,365.09076,139.26822,349.51913,128.6132,350.11252,57.778908,367.04266,44.071976,
32666.666,18.81367585,362.18796,142.47972,348.599,129.30157,347.9285,56.33831,363.08572,39.884415,
32683.334,18.8241061,359.85086,145.0537,347.95895,129.75395,346.39905,55.196823,359.96094,36.57901,
32700,18.83453635,357.83566,146.98044,347.50024,130.07529,345.30585,54.48016,357.18301,34.235794,
32716.666,18.84496661,356.90778,147.92914,347.48486,130.15744,344.86121,54.385376,355.95401,33.43066,
32733.334,16.85988057,357.21152,147.90692,347.67123,129.98972,345.15295,54.511982,356.50433,33.565899,
32750,13.19468915,357.33151,147.81914,347.75229,129.90633,345.4285,54.582611,356.86115,33.555485,
32766.666,9.477137838,356.7218,148.12767,347.59116,129.93098,345.34689,54.560875,356.58685,33.359905,
32783.332,5.864306287,355.98138,148.48442,347.30548,129.97241,345.14444,54.405956,356.0863,33.035545,
32800,2.199114858,355.53589,148.68669,347.1283,129.92651,345.09961,54.229534,355.83392,32.656948,
32816.668,0.3087355327,355.42316,148.81284,347.12204,129.94131,345.21503,54.104904,355.93433,32.442909,
32833.332,0.2983052782,355.57712,148.89761,347.23444,129.94606,345.29993,54.010601,355.987,32.312672,
32850,0.2878750237,355.7467,148.9641,347.34589,129.94211,345.29724,54.002228,355.87372,32.190853,
32866.668,0.2774447692,355.70258,149.14731,347.3569,129.99158,345.22916,53.961781,355.6467,32.025131,
32883.332,0.2670145147,355.44885,149.3891,347.28894,130.1115,345.16815,53.943127,355.42911,31.932379,
32900,0.2565842603,355.21317,149.6722,347.21072,130.21172,345.10019,53.902218,355.24622,31.797832,
32916.668,0.2461540058,355.17709,149.88165,347.17618,130.28708,345.10712,53.844521,355.2034,31.685181,
32933.332,0.2357237513,355.26425,149.98851,347.26691,130.33371,345.14291,53.813652,355.14825,31.613428,
32950,0.2252934968,355.3421,150.12521,347.29565,130.37868,345.13913,53.792152,355.06326,31.573343,
32966.668,0.2148632423,355.2634,150.26385,347.31284,130.41266,345.12561,53.749462,354.95038,31.483744,
32983.332,0.2044329878,355.1171,150.42337,347.29526,130.45309,345.12961,53.682083,354.8674,31.397909,
33000,0.1940027334,354.98438,150.53014,347.23834,130.45375,345.12991,53.601917,354.85965,31.277971,
33016.668,0.1835724789,354.94763,150.59103,347.20844,130.43196,345.14783,53.51506,354.83368,31.167732,
33033.332,0.1731422244,354.95593,150.62257,347.26239,130.38245,345.09448,53.400269,354.68491,30.994251,
33050,0.1627119699,354.983,150.60289,347.27747,130.35074,345.02383,53.295704,354.52731,30.834583,
33066.668,0.1522817154,355.00406,150.61787,347.26074,130.29562,345.03009,53.210217,354.45721,30.712606,
33083.332,0.141851461,354.8739,150.64409,347.23947,130.24164,345.04739,53.105793,354.46265,30.595924,
33100,0.1314212065,354.7337,150.6552,347.22354,130.23349,345.0755,53.055542,354.48279,30.495314,
33116.668,0.120990952,354.69482,150.70114,347.20215,130.21068,345.05875,53.010387,354.40686,30.427347,
33133.332,0.1105606975,354.75064,150.67137,347.21994,130.19638,345.03134,53.009964,354.30591,30.347885,
33150,0.100130443,354.75754,150.68155,347.23965,130.19153,344.9985,53.006866,354.23428,30.333668,
33166.668,0.08970018855,354.78381,150.69771,347.24466,130.2112,344.99426,53.033413,354.18616,30.322054,
33183.332,0.07926993406,354.65042,150.74657,347.18103,130.26485,345.00858,53.166103,354.17966,30.361191,
33200,0.06883967958,354.41922,150.85519,347.09741,130.34225,345.08569,53.296455,354.24731,30.466387,
33216.668,0.0584094251,354.15845,150.96515,346.95367,130.44791,345.18134,53.437355,354.42072,30.587311,
33233.332,0.04797917062,353.87039,151.09708,346.77908,130.55084,345.28979,53.539608,354.61774,30.689011,
33250,0.03754891614,353.65988,151.19246,346.67703,130.62413,345.37143,53.677017,354.70392,30.8099,
33266.668,0.02711866165,353.46011,151.30154,346.65662,130.73477,345.36548,53.815968,354.69247,30.878798,
33283.332,0.01668840717,353.65427,151.00612,346.67401,130.69186,345.32654,53.987167,354.49249,30.972374,
33300,0.006258152689,355.17349,149.76379,346.91751,130.41161,345.5015,54.601685,354.87708,31.82337,
33316.668,1.466076572,358.10043,147.35034,347.59229,129.77274,346.42468,55.803612,357.79431,34.441277,
33333.332,5.131268001,361.17703,144.36105,348.38858,129.04745,347.86673,57.091908,361.52444,37.657692,
33350,8.79645943,363.11835,142.0562,348.94586,128.53368,349.02264,58.193645,364.24719,40.618904,
33366.668,12.46165086,364.444,139.95995,349.09839,128.08624,349.78055,59.040382,366.02084,43.137634,
33383.332,16.12684229,365.2149,138.01952,349.02859,127.72352,350.26538,59.641251,367.30786,45.366081,
33400,18.53915155,365.78918,136.55963,348.98038,127.37032,350.7836,59.990921,368.3941,46.990623,
33416.668,18.54958181,365.85666,135.9213,348.94952,127.20126,351.00934,60.112408,368.90479,47.980705,
33433.332,18.56001206,366.38028,134.90103,349.04321,127.0265,351.22247,60.287968,369.35324,48.961853,
33450,18.57044231,366.81879,134.13248,349.22467,126.86063,351.3566,60.274918,369.60278,49.411079,
33466.668,18.58087257,366.86838,134.00496,349.2157,126.86898,351.23059,60.18845,369.4599,49.460926,
33483.332,18.59130282,366.66971,134.10786,349.06631,126.96854,351.052,60.057259,369.31299,49.559944,
33500,18.60173308,366.56967,134.23021,348.93979,127.04716,350.89709,59.958561,369.16791,49.473499,
33516.668,18.61216333,366.60428,134.3112,348.93478,127.09154,350.81247,59.887283,369.0773,49.461208,
33533.332,18.62259359,366.6037,134.38849,348.95352,127.19218,350.73819,59.875191,369.00891,49.511581,
33550,18.63302384,366.543,134.52278,348.8584,127.32539,350.65024,59.856243,368.88705,49.508392,
33566.668,18.64345409,366.48889,134.60945,348.8251,127.41346,350.58792,59.927925,368.84824,49.578056,
33583.332,18.65388435,366.40729,134.73566,348.79138,127.4831,350.59991,59.953007,368.84988,49.665936,
33600,18.6643146,366.39276,134.75713,348.77722,127.52219,350.60568,59.948154,368.81738,49.679283,
33616.668,18.67474486,366.36017,134.79951,348.79477,127.58026,350.57947,59.930515,368.72354,49.66642,
33633.332,18.68517511,366.34451,134.77881,348.78293,127.62103,350.57935,59.943211,368.71011,49.70517,
33650,18.69560537,366.28879,134.80086,348.78705,127.6003,350.59647,59.966198,368.73538,49.749691,
33666.668,18.70603562,366.21432,134.81035,348.76758,127.60993,350.60226,59.966232,368.70477,49.714226,
33683.332,18.71646587,366.19971,134.767,348.75574,127.5858,350.57272,59.946114,368.67313,49.738567,
33700,18.72689613,366.17581,134.69031,348.74356,127.56512,350.57004,59.911758,368.66028,49.67934,
33716.668,18.73732638,366.10773,134.67986,348.70636,127.54764,350.54953,59.875458,368.6142,49.671997,
33733.332,18.74775664,366.06815,134.68283,348.64124,127.50287,350.47333,59.870968,368.57025,49.62466,
33750,18.75818689,366.03275,134.59787,348.63226,127.48957,350.44543,59.839043,368.54071,49.60215,
33766.668,18.76861715,366.02991,134.52098,348.62732,127.48076,350.38748,59.81089,368.51727,49.531715,
33783.332,18.7790474,366.05835,134.47958,348.63504,127.42869,350.31091,59.756676,368.43869,49.4034,
33800,18.78947766,365.82751,135.57008,348.63788,127.6676,349.96576,59.146828,367.96231,48.059669,
33816.668,18.79990791,363.76031,138.7934,348.1192,128.39713,348.64554,57.660816,365.7204,44.230812,
33833.332,18.81033816,360.87067,142.12215,347.19449,129.10954,346.65167,56.281723,362.06744,40.162308,
33850,18.82076842,358.65512,144.70155,346.56903,129.62007,345.13052,55.190189,358.95529,36.783016,
33866.668,18.83119867,356.51584,146.80093,346.10571,129.97588,343.93054,54.456184,356.10632,34.435387,
33883.332,18.84162893,355.28107,148.06087,345.97952,130.19077,343.40735,54.365959,354.66656,33.543701,
33900,17.90707813,355.44269,148.13557,346.06067,130.12897,343.59039,54.515823,355.06506,33.652836,
33916.668,14.2418867,355.54269,148.08528,346.08453,130.09535,343.88306,54.663208,355.40405,33.714222,
33933.332,10.57669527,354.90964,148.4664,345.90146,130.17113,343.8075,54.689407,355.15594,33.58746,
33950,6.911503838,354.34076,148.79417,345.64355,130.19971,343.56088,54.599777,354.58099,33.23695,
33966.668,3.246312409,354.04398,148.8994,345.48785,130.1573,343.48331,54.413132,354.37982,32.911777,
33983.332,0.3120732141,353.88583,149.00075,345.51193,130.09564,343.55405,54.253437,354.34979,32.6376,
34000,0.3016429596,353.91147,149.08427,345.59131,130.08925,343.61163,54.150105,354.3056,32.422352,
34016.668,0.2912127051,354.13058,149.10098,345.72296,130.0424,343.61572,54.083569,354.22723,32.259308,
34033.332,0.2807824507,354.17303,149.17345,345.8035,130.03683,343.58362,53.991272,354.01547,32.063187,
34050,0.2703521962,354.08655,149.36295,345.82889,130.04512,343.49316,53.929031,353.7926,31.896332,
34066.668,0.2599219417,353.89859,149.55064,345.72083,130.12135,343.40652,53.825207,353.57855,31.718956,
34083.332,0.2494916872,353.69559,149.76965,345.67188,130.15961,343.39124,53.739994,353.43182,31.54228,
34100,0.2390614327,353.63715,149.90915,345.68945,130.21992,343.43329,53.708889,353.44864,31.482351,
34116.668,0.2286311782,353.62921,150.01619,345.67447,130.24086,343.45081,53.680233,353.4527,31.459162,
34133.332,0.2182009238,353.63666,150.15657,345.69818,130.2935,343.43164,53.670231,353.34796,31.393627,
34150,0.2077706693,353.56082,150.28542,345.68808,130.31923,343.37006,53.649815,353.19669,31.326365,
34166.668,0.1973404148,353.4509,150.40685,345.67319,130.36345,343.39075,53.620167,353.15363,31.253168,
34183.332,0.1869101603,353.35025,150.51497,345.62442,130.37993,343.38541,53.562008,353.11026,31.155279,
34200,0.1764799058,353.23566,150.62415,345.61545,130.39902,343.37372,53.501984,353.05209,31.076019,
34216.668,0.1660496514,353.20847,150.68576,345.60916,130.38326,343.35968,53.427471,352.93466,30.959494,
34233.332,0.1556193969,353.23273,150.71809,345.63007,130.35481,343.31668,53.376801,352.83475,30.857912,
34250,0.1451891424,353.22226,150.73151,345.65198,130.36201,343.35797,53.292065,352.81631,30.773426,
34266.668,0.1347588879,353.16632,150.76192,345.6423,130.34705,343.38272,53.271393,352.82651,30.703142,
34283.332,0.1243286334,353.07574,150.77809,345.62964,130.32262,343.35229,53.183849,352.77478,30.584332,
34300,0.1138983789,353.01321,150.82597,345.59891,130.31023,343.35266,53.132935,352.70786,30.496019,
34316.668,0.1034681245,352.99039,150.83458,345.57507,130.28696,343.35022,53.133396,352.6348,30.427631,
34333.332,0.09303786998,352.97678,150.82962,345.59076,130.27065,343.33432,53.108673,352.61954,30.37681,
34350,0.0826076155,352.98981,150.82639,345.58319,130.28648,343.34763,53.162392,352.59158,30.368706,
34366.668,0.07217736102,352.89417,150.82478,345.46957,130.31961,343.388,53.254902,352.6268,30.418877,
34383.332,0.06174710653,352.41101,150.95731,345.27948,130.39233,343.46988,53.336807,352.81604,30.517401,
34400,0.05131685205,351.98215,151.10194,345.02417,130.4771,343.55414,53.451397,352.91901,30.588472,
34416.668,0.04088659757,351.68106,151.19482,344.92819,130.57166,343.59668,53.58699,352.99078,30.693855,
34433.332,0.03045634309,351.69879,151.25826,344.90952,130.6273,343.61664,53.725048,353.0249,30.799353,
34450,0.02002608861,351.95905,151.11502,345.07678,130.63692,343.5079,53.911064,352.78668,30.867027,
34466.668,0.009595834124,353.13589,150.13718,345.3222,130.45509,343.45941,54.352707,352.6174,31.35215,
34483.332,0.4188790203,355.76279,148.05804,345.96365,129.88562,344.06458,55.360985,354.47928,33.311501,
34500,4.08407045,359.20401,145.05536,346.96906,129.14729,345.4328,56.66835,358.33932,36.549927,
34516.668,7.749261879,361.6597,142.3864,347.72818,128.48326,346.86642,57.798008,361.56406,39.651516,
34533.332,11.36209343,363.03799,140.37077,347.96094,128.06297,347.82458,58.706047,363.72961,42.225471,
34550,15.07964474,363.84012,138.4315,347.86142,127.68709,348.40332,59.34436,365.18158,44.478466,
34566.668,18.5358147,364.29025,136.98685,347.73914,127.33324,348.97479,59.722153,366.44278,46.359436,
34583.332,18.54626578,364.53738,136.08455,347.6716,127.1335,349.38321,59.809341,367.17831,47.410427,
34600,18.55671685,364.93253,135.20584,347.76038,126.95866,349.59329,59.949692,367.59314,48.346622,
34616.668,18.56716792,365.48431,134.23923,347.98373,126.74093,349.70135,59.925255,367.8288,48.838821,
34633.332,18.577619,365.6333,133.91971,348.02176,126.67825,349.61145,59.858372,367.78519,49.041573,
34650,18.58807007,365.54834,133.94676,347.92294,126.75597,349.50146,59.76236,367.70798,49.114883,
34666.668,18.59852114,365.31366,134.15179,347.71185,126.82381,349.37524,59.626884,367.6376,49.059837,
34683.332,18.60897222,365.3046,134.18361,347.6586,126.85973,349.25107,59.502213,367.49866,48.982914,
34700,18.61942329,365.3299,134.21077,347.68417,126.95327,349.13025,59.449501,367.36499,48.99976,
34716.668,18.62987436,365.25546,134.3791,347.64566,127.02253,349.04993,59.448318,367.2525,48.978405,
34733.332,18.64032543,365.18912,134.45695,347.56033,127.10519,349.01404,59.510426,367.24512,49.084713,
34750,18.65077651,365.0936,134.52756,347.49948,127.20013,349.02097,59.550709,367.228,49.156719,
34766.668,18.66122758,365.0202,134.58052,347.48871,127.24763,349.0192,59.56805,367.22098,49.204548,
34783.332,18.67167865,364.991,134.5531,347.48141,127.26734,348.99765,59.614285,367.15704,49.233231,
34800,18.68212973,364.96347,134.5378,347.53275,127.29417,349.00027,59.652634,367.13412,49.257202,
34816.668,18.6925808,364.9068,134.54247,347.50369,127.32621,349.03632,59.716549,367.14526,49.330723,
34833.332,18.70303187,364.83011,134.55737,347.46933,127.35242,349.0311,59.777885,367.17523,49.399307,
34850,18.71348295,364.77475,134.5271,347.46262,127.38316,349.04321,59.82626,367.14096,49.448124,
34866.668,18.72393402,364.75519,134.49339,347.43713,127.39213,349.03729,59.878563,367.12119,49.481373,
34883.332,18.73438509,364.72025,134.47882,347.41843,127.39544,349.01379,59.937077,367.08734,49.529057,
34900,18.74483617,364.66147,134.4892,347.39478,127.41238,348.97403,59.986122,367.08444,49.571152,
34916.668,18.75528724,364.63028,134.48434,347.35562,127.43737,348.90836,60.021004,367.04968,49.562645,
34933.332,18.76573831,364.603,134.47876,347.33279,127.41827,348.91937,60.030529,367.02789,49.585369,
34950,18.77618939,364.6134,134.43156,347.34335,127.42711,348.83423,60.025269,366.99146,49.490593,
34966.668,18.78664046,364.70969,134.71834,347.38632,127.4855,348.70581,59.77433,366.85727,49.027172,
34983.332,18.79709153,363.41309,137.41475,347.11563,128.0166,347.93555,58.575127,365.59106,46.293602,
35000,18.80754261,360.69183,140.80515,346.33963,128.80371,346.0278,56.969349,362.1012,41.686291,
35016.668,18.81799368,358.20822,143.55591,345.58316,129.35284,344.23279,55.695679,358.65128,38.018402,
35033.332,18.82844475,356.00418,145.83635,345.12848,129.67534,342.96622,54.688591,355.7435,35.184956,
35050,18.83889583,354.51675,147.32115,344.92273,129.90114,342.19864,54.291531,353.53049,33.52227,
35066.668,18.8493469,354.31946,147.70718,345.02274,129.87729,342.25937,54.370647,353.45465,33.334251,
35083.332,15.34144412,354.62326,147.58092,345.14767,129.76767,342.66937,54.462826,354.06259,33.399479,
35100,11.62389282,354.3519,147.71219,345.14926,129.76143,342.7887,54.530674,354.15765,33.358658,
35116.668,8.063421144,353.68909,148.06248,344.92426,129.79425,342.61627,54.437225,353.68585,33.103741,
35133.332,4.345869837,353.07922,148.3389,344.59027,129.80754,342.46854,54.294445,353.27625,32.740891,
35150,0.628318531,352.81348,148.51741,344.50308,129.80151,342.51068,54.131035,353.24557,32.448086,
35166.668,0.3049623204,352.73401,148.68008,344.56128,129.81027,342.65488,54.105122,353.35416,32.348701,
35183.332,0.2945112471,352.82581,148.77042,344.62845,129.82553,342.72437,54.069679,353.33429,32.263245,
35200,0.2840601737,352.9371,148.88963,344.73923,129.88148,342.61456,54.051746,353.06738,32.107735,
35216.668,0.2736091004,352.9519,149.04742,344.74411,129.94562,342.5191,54.111786,352.80002,32.024315,
35233.332,0.263158027,352.72696,149.2933,344.72696,130.02126,342.44925,54.056385,352.65756,31.939714,
35250,0.2527069537,352.54529,149.5054,344.61438,130.11703,342.43149,54.024921,352.45361,31.79952,
35266.668,0.2422558803,352.35498,149.71548,344.53278,130.22603,342.46823,54.014668,352.46957,31.767834,
35283.332,0.231804807,352.28513,149.88681,344.51898,130.29167,342.52332,54.026127,352.53101,31.726637,
35300,0.2213537336,352.23703,149.9742,344.48157,130.33237,342.57239,54.02562,352.52789,31.70904,
35316.668,0.2109026603,352.14438,150.07755,344.43655,130.36035,342.56339,54.002991,352.44962,31.655285,
35333.332,0.2004515869,352.00317,150.21223,344.38876,130.38368,342.57425,53.992802,352.38266,31.580269,
35350,0.1900005136,351.83643,150.29132,344.33469,130.39729,342.56628,53.90667,352.36624,31.503395,
35366.668,0.1795494402,351.66763,150.38641,344.31058,130.38171,342.55899,53.850071,352.3103,31.383287,
35383.332,0.1690983669,351.64166,150.40704,344.26218,130.35733,342.53552,53.789261,352.24823,31.271181,
35400,0.1586472935,351.62781,150.40445,344.27039,130.31468,342.51938,53.739994,352.1474,31.175179,
35416.668,0.1481962201,351.64587,150.36934,344.30505,130.27374,342.50848,53.688709,352.06726,31.04476,
35433.332,0.1377451468,351.62598,150.38295,344.28784,130.25157,342.50339,53.653126,352.04718,30.999214,
35450,0.1272940734,351.54776,150.40559,344.29456,130.25375,342.4873,53.603333,351.99466,30.917042,
35466.668,0.1168430001,351.522,150.42532,344.29599,130.25058,342.45706,53.580109,351.91849,30.816664,
35483.332,0.1063919267,351.50317,150.46802,344.30536,130.23495,342.41425,53.527424,351.82303,30.753061,
35500,0.09594085338,351.58188,150.49608,344.32495,130.25452,342.396,53.490406,351.74292,30.739849,
35516.668,0.08548978003,351.53973,150.5612,344.33841,130.29683,342.38055,53.55566,351.71301,30.730078,
35533.332,0.07503870668,351.47528,150.6512,344.21228,130.35231,342.43283,53.626835,351.72794,30.758688,
35550,0.06458763332,351.0542,150.83322,343.96741,130.47858,342.49377,53.699738,351.8667,30.873245,
35566.668,0.05413655997,350.39267,151.073,343.54846,130.61122,342.54443,53.814503,352.01736,30.989893,
35583.332,0.04368548662,349.80762,151.32559,343.28204,130.72981,342.59952,53.934052,352.08533,31.095266,
35600,0.03323441326,349.54532,151.46399,343.03784,130.83418,342.61557,54.055054,352.2113,31.233278,
35616.668,0.02278333991,349.36969,151.49083,342.97894,130.85829,342.51337,54.21022,352.13977,31.350559,
35633.332,0.01233226656,350.01923,150.80823,343.0372,130.81573,342.27499,54.468208,351.68967,31.551416,
35650,0.001881193204,352.21524,149.16069,343.44516,130.34438,342.50787,55.335239,352.62567,33.015873,
35666.668,2.932153143,355.61401,146.19566,344.34531,129.54683,343.47702,56.583755,356.03696,36.164894,
35683.332,6.649704451,358.46344,143.37613,345.16299,128.80872,344.67773,57.766174,358.92203,39.112244,
35700,10.21017613,360.19647,141.19727,345.68137,128.22151,345.63943,58.666889,361.24908,41.844067,
35716.668,13.92772743,361.42514,138.96227,345.78708,127.70661,346.27872,59.331921,362.85709,44.054401,
35733.332,17.4881991,361.95267,137.25961,345.62936,127.31405,346.84006,59.738426,364.19522,46.109322,
35750,18.54292143,362.2709,136.05821,345.58157,126.98576,347.29626,59.861656,365.07715,47.282494,
35766.668,18.55337251,362.55603,135.19753,345.61023,126.78372,347.51501,59.923378,365.48178,48.09877,
35783.332,18.56382358,363.28586,134.10448,345.88556,126.53239,347.56927,59.957649,365.74872,48.707241,
35800,18.57427465,363.55527,133.63426,346.02637,126.4203,347.57983,59.879063,365.80145,48.940777,
35816.668,18.58472573,363.46799,133.65538,345.94455,126.48877,347.45129,59.813671,365.7037,48.997585,
35833.332,18.5951768,363.23029,133.85278,345.72238,126.5758,347.38019,59.725235,365.64316,49.084854,
35850,18.60562787,363.17294,133.95503,345.62146,126.66999,347.32965,59.64735,365.60825,49.082302,
35866.668,18.61607895,363.20532,134.05911,345.66916,126.78387,347.18744,59.620148,365.48245,49.111141,
35883.332,18.62653002,363.20532,134.18048,345.62759,126.90526,347.05298,59.690811,365.32758,49.138718,
35900,18.63698109,363.14084,134.32674,345.57864,127.01421,347.00314,59.737942,365.29391,49.265484,
35916.668,18.64743216,363.07101,134.42972,345.53323,127.12182,347.02148,59.875393,365.3082,49.421593,
35933.332,18.65788324,362.96628,134.57631,345.47699,127.26434,347.00333,59.963596,365.26981,49.493969,
35950,18.66833431,362.9364,134.58708,345.47467,127.31246,346.98724,60.041107,365.2507,49.581299,
35966.668,18.67878538,362.91858,134.59967,345.49493,127.361,346.98181,60.075058,365.21552,49.599789,
35983.332,18.68923646,362.87466,134.59016,345.50323,127.39442,347.03259,60.136272,365.24023,49.709679,
36000,18.69968753,362.78134,134.59532,345.47253,127.42343,347.07855,60.192352,365.22861,49.744068,
36016.668,18.7101386,362.74265,134.55276,345.44888,127.40798,347.07654,60.206825,365.22067,49.755165,
36033.332,18.72058968,362.6969,134.5168,345.46536,127.38159,347.07407,60.23682,365.20615,49.776604,
36050,18.73104075,362.64578,134.47514,345.42392,127.34783,347.06882,60.240234,365.21432,49.724689,
36066.668,18.74149182,362.61374,134.4429,345.39993,127.31808,347.01025,60.16029,365.16479,49.714554,
36083.332,18.7519429,362.60052,134.37282,345.37363,127.29456,346.94748,60.160263,365.10721,49.666698,
36100,18.76239397,362.55872,134.37587,345.36917,127.27618,346.91678,60.135464,365.0571,49.593121,
36116.668,18.77284504,362.55884,134.30714,345.36447,127.24516,346.87228,60.084991,365.02307,49.578232,
36133.332,18.78329612,362.642,134.57137,345.39487,127.29617,346.75281,59.818691,364.90781,49.088444,
36150,18.79374719,361.42487,137.07559,345.10355,127.84003,345.98825,58.642059,363.70328,46.386284,
36166.668,18.80419826,358.64822,140.575,344.20297,128.60944,344.18851,57.025295,360.42053,42.021618,
36183.332,18.81464934,356.26401,143.29501,343.49786,129.15388,342.39557,55.799541,356.9895,38.455421,
36200,18.82510041,354.10071,145.53127,342.98761,129.54141,341.08353,54.785484,354.00443,35.423908,
36216.668,18.83555148,352.3884,147.25375,342.70587,129.80664,340.23587,54.363155,351.78632,33.713219,
36233.332,18.84600256,351.98917,147.73004,342.71951,129.82631,340.1918,54.405903,351.51056,33.439785,
36250,16.49336143,352.26013,147.61353,342.83099,129.68642,340.62131,54.55389,352.12735,33.585548,
36266.668,12.77581012,351.96951,147.67874,342.79007,129.69398,340.79462,54.63689,352.29611,33.563896,
36283.332,9.21533845,351.16534,148.03656,342.50867,129.75604,340.67007,54.655224,351.91748,33.359005,
36300,5.497787143,350.48352,148.276,342.16098,129.74998,340.50293,54.54734,351.56613,33.124012,
36316.668,1.93731547,350.12885,148.40733,341.95929,129.75224,340.49774,54.449512,351.46991,32.877979,
36333.332,0.3083066639,349.90704,148.55936,341.93103,129.7706,340.63406,54.499397,351.51926,32.76022,
36350,0.2978555906,349.92776,148.64029,341.94696,129.79317,340.70508,54.523075,351.54526,32.746399,
36366.668,0.2874045172,350.10162,148.66922,342.06961,129.80461,340.65677,54.582905,351.40601,32.709267,
36383.332,0.2769534439,350.04654,148.80249,342.12021,129.8862,340.60883,54.651421,351.19641,32.67918,
36400,0.2665023705,349.91544,148.99965,342.1041,129.97278,340.49881,54.680531,350.93954,32.5914,
36416.668,0.2560512972,349.69659,149.20959,342.00305,130.05919,340.39517,54.700634,350.73846,32.478775,
36433.332,0.2456002238,349.60519,149.37282,342.00662,130.1358,340.43423,54.705151,350.67407,32.431553,
36450,0.2351491504,349.56372,149.47656,342.01035,130.17355,340.53098,54.752075,350.73621,32.426315,
36466.668,0.2246980771,349.57343,149.54005,342.02939,130.19911,340.55939,54.720356,350.71616,32.392517,
36483.332,0.2142470037,349.45459,149.63947,341.99982,130.22276,340.54272,54.69104,350.62363,32.291183,
36500,0.2037959304,349.33646,149.7384,341.98602,130.24117,340.55371,54.60807,350.55511,32.193829,
36516.668,0.193344857,349.2049,149.82637,341.92972,130.2144,340.55756,54.532707,350.56931,32.068054,
36533.332,0.1828937837,349.11673,149.87566,341.8959,130.18193,340.54202,54.412079,350.49609,31.903761,
36550,0.1724427103,349.09567,149.91182,341.90659,130.16364,340.50735,54.304523,350.36697,31.740152,
